name,state,website,domain,twitter,youtube,facebook,owner,medium,source,collection_date
St. Helena Echo,LA,http://www.theadvocate.com/baton_rouge/news/communities/st_helena,theadvocate.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Gueydan Journal,LA,http://www.gueydantoday.com,gueydantoday.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Star,LA,http://www.hammondstar.com,hammondstar.com,hammondlastar,,https://www.facebook.com/pages/The-Daily-Star-Hammond-La/129005157889,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Houma Today,LA,http://www.houmatoday.com,houmatoday.com,houmatoday,http://www.youtube.com/user/HoumaToday,https://www.facebook.com/houmatoday,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Jena Times,LA,http://www.thejenatimes.net,thejenatimes.net,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Jennings Daily News,LA,http://www.jenningsdailynews.net,jenningsdailynews.net,,,https://www.facebook.com/pages/Jennings-Daily-News/114297781926206,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kaplan Herald,LA,http://www.kaplantoday.com,kaplantoday.com,,,https://www.facebook.com/pages/The-Kaplan-Herald-Newspaper/149505935090683,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kentwood News Ledger,LA,http://www.tangilena.com,tangilena.com,,,https://www.facebook.com/tangilena,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
L'Observateur,LA,http://www.lobservateur.com,lobservateur.com,,https://www.youtube.com/channel/UCMgDCgNeQ6ZvI_XMm2pVsfA,https://www.facebook.com/lobservateurlaplace,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Acadiana Gazette,LA,http://acadianagazette.net,acadianagazette.net,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Advertiser,LA,http://www.theadvertiser.com,theadvertiser.com,theadvertiser,http://www.youtube.com/user/thedailyadvertiser,https://www.facebook.com/dailyadvertiser,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
American Press,LA,http://www.americanpress.com,americanpress.com,americanpress,http://www.youtube.com/user/lcamericanpress,https://www.facebook.com/americanpress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Leader,LA,http://www.leesvilledailyleader.com,leesvilledailyleader.com,LDLeader,,https://www.facebook.com/pages/Leesville-Daily-Leader/115764205185612,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sabine Index,LA,http://sabinetoday.com,sabinetoday.com,,,https://www.facebook.com/pages/The-Sabine-Index/140856155936790,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Minden Press-Herald,LA,http://press-herald.com,press-herald.com,,https://www.youtube.com/channel/UCytgGnPVjzSxK4k3JscLWxw,https://www.facebook.com/mindenph,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News-Star,LA,http://www.thenewsstar.com,thenewsstar.com,thenewsstar,,https://www.facebook.com/pages/The-News-Star/54660221594,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Review,LA,http://stmarynow.com,stmarynow.com,,,https://www.facebook.com/dailyreview,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Natchitoches Times,LA,http://www.natchitochestimes.com,natchitochestimes.com,,,https://www.facebook.com/pages/The-Natchitoches-Times/164660550293720,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Iberian,LA,http://www.iberianet.com,iberianet.com,,,https://www.facebook.com/thedailyiberian,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
CityBusiness,LA,http://neworleanscitybusiness.com,neworleanscitybusiness.com,City_Business,http://www.youtube.com/user/CityBusinessVideo,https://www.facebook.com/NewOrleansCityBusiness,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Clarion Herald,LA,http://clarionherald.info,clarionherald.info,clarionHerald,http://www.youtube.com/channel/UCLOvQ_4Kv-flBGFGWVnQpLQ/feed?view_as=public,https://www.facebook.com/clarionherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Gambit Weekly,LA,http://www.bestofneworleans.com,bestofneworleans.com,The_Gambit,http://www.youtube.com/user/gambitweekly,https://www.facebook.com/GambitNewOrleans,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Plaquemines Gazette,LA,http://plaqueminesgazette.com,plaqueminesgazette.com,,,https://www.facebook.com/plaquemines.gazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
St. Bernard Voice,LA,http://thestbernardvoice.com,thestbernardvoice.com,,,https://www.facebook.com/stbernard.voice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Times-Picayune,LA,http://www.nola.com/t-p,nola.com,nolanews,http://www.youtube.com/user/TheTimesPicayune,https://www.facebook.com/NOLAnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Opelousas Daily World,LA,http://www.dailyworld.com,dailyworld.com,The_Daily_World,,https://www.facebook.com/dailyworld,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Post South,LA,http://www.postsouth.com,postsouth.com,ThePostSouth,,https://www.facebook.com/PostSouth,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ponchatoula Times,LA,http://www.ponchatoula.com/ptimes,ponchatoula.com,,,https://www.facebook.com/ThePonchatoulatimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
West Side Journal,LA,http://www.thewestsidejournal.com,thewestsidejournal.com,WestSideJournal,,https://www.facebook.com/The-West-Side-Journal-87213548175/?rf=126101807444785,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Creole,LA,http://www.thecreole.com,thecreole.com,Thecreole_com,,https://www.facebook.com/TheCreole,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Rayne Acadian Tribune,LA,http://www.raynetoday.com,raynetoday.com,,,https://www.facebook.com/rayneacadiantribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Richland Beacon-News,LA,http://www.richlandtoday.com,richlandtoday.com,,,https://www.facebook.com/pages/The-Richland-Beacon-News/126560287398954,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ruston Daily Leader,LA,http://www.rustonleader.com,rustonleader.com,RustonLeader ,,https://www.facebook.com/rustondailyleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Teche News,LA,http://www.techetoday.com,techetoday.com,,,https://www.facebook.com/techetoday,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Shreveport Inquisitor,LA,http://theinquisitor.com,theinquisitor.com,,,https://www.facebook.com/pages/The-Inquisitor-Newspaper/188569857896851,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Times,LA,http://www.shreveporttimes.com,shreveporttimes.com,shreveporttimes,,https://www.facebook.com/shreveporttimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Southwest Daily News,LA,http://www.sulphurdailynews.com,sulphurdailynews.com,SulphurNews,,https://www.facebook.com/pages/Southwest-Daily-News/211763305553513,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Comet,LA,http://www.dailycomet.com,dailycomet.com,dailycomet,http://www.youtube.com/user/TheDailyComet,https://www.facebook.com/dailycomet,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ville Platte Gazette,LA,http://www.evangelinetoday.com,evangelinetoday.com,,,https://www.facebook.com/VillePlatteGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ouachita Citizen,LA,http://www.hannapub.com/ouachitacitizen,hannapub.com,OuachitaCitizen,http://www.youtube.com/channel/UC3PwhBnONeS45cVWgBKDLRQ,https://www.facebook.com/TheOuachitaCitizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Winn Parish Enterprise,LA,http://www.winnparishenterprise.com,winnparishenterprise.com,,,https://www.facebook.com/WinnParishEnterprise,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Franklin Sun,LA,http://www.hannapub.com/franklinsun,hannapub.com,TheFranklinSun,,https://www.facebook.com/thefranklinsun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Zachary Plainsman-News,LA,http://www.theadvocate.com/baton_rouge/news/communities,theadvocate.com,2theadvocate,,https://www.facebook.com/zacharyplainsman,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
New Orleans.com,LA,http://www.neworleans.com,neworleans.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Louisiana Life,LA,http://www.myneworleans.com/Louisiana-Life,myneworleans.com,LALifeMag,,https://www.facebook.com/LouisianaLifeMagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Louisiana Tourism,LA,http://www.lapage.com/crt,lapage.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Louisiana Travel,LA,http://www.louisianatravel.com,louisianatravel.com,louisianatravel,http://www.youtube.com/officiallouisiana,https://www.facebook.com/LouisianaTravel,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Offbeat,LA,http://www.offbeat.com,offbeat.com,offbeatmagazine,,https://www.facebook.com/offbeatmagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
SB Magazine Shreveport,LA,http://sbmag.net,sbmag.net,sb_magazine_,,https://www.facebook.com/pages/SB-Magazine/301300291178,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
The Forum Shreveport,LA,http://www.theforumnews.com,theforumnews.com,SBForumNews,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
DIG - Baton Rouge,LA,http://digbatonrouge.com,digbatonrouge.com,DigBatonRouge,https://www.youtube.com/channel/UCVEQBxhfQtTXzKdfEYRyR1A/videos,http://www.facebook.com/digbatonrouge,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
LSU Reveille,LA,http://www.lsureveille.com,lsureveille.com,lsureveille,https://www.youtube.com/user/TheDailyReveille/videos,http://www.facebook.com/thedailyreveille,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tech Talk Online,LA,http://www.thetechtalk.org,thetechtalk.org,thetechtalk,,http://www.facebook.com/pages/The-Tech-Talk/129232687101090,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Maroon,LA,http://www.loyolamaroon.com,loyolamaroon.com,Loyola_Maroon,https://www.youtube.com/user/LoyolaMaroon/videos,https://www.facebook.com/pages/The-Maroon/11526411823,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Nicholls Worth,LA,http://www.thenichollsworth.com,thenichollsworth.com,NichollsWorth,,http://www.facebook.com/thenichollsworth,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Lion's Roar,LA,http://www.lionsroarnews.com,lionsroarnews.com,lionsroarnews,,http://www.facebook.com/lionsroarnews,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Southern Digest,LA,http://www.southerndigest.com,southerndigest.com,SouthernDigest,https://www.youtube.com/user/TheSouthernDigest/videos,http://www.facebook.com/pages/The-Southern-Digest/195330767182608,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tulane Hullabaloo,LA,http://www.tulanehullabaloo.com,tulanehullabaloo.com,the_hullabaloo,,http://www.facebook.com/tulanehullabaloo,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Vermilion,LA,http://www.thevermilion.com,thevermilion.com,thevermilion,,http://www.facebook.com/pages/The-Vermilion/200754559963465,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Abington Mariner,MA,http://abington.wickedlocal.com,abington.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/RocklandStandard-AbingtonMariner/318350324875505,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Acton Beacon,MA,http://acton.wickedlocal.com,acton.wickedlocal.com,actonbeacon,,https://www.facebook.com/pages/The-Acton-Boxborough-Beacon/115175621856553,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Agawam Advertiser News,MA,http://agawamadvertisernews.turley.com,agawamadvertisernews.turley.com,,,https://www.facebook.com/AgawamAdvertiserNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Allston-Brighton TAB,MA,http://allston.wickedlocal.com,allston.wickedlocal.com,,,https://www.facebook.com/pages/Wicked-Local-Allston-Brighton-Tab/145430755517003,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Amesbury News,MA,http://amesbury.wickedlocal.com,amesbury.wickedlocal.com,amesbury_news,,https://www.facebook.com/pages/Amesbury-News/77484017333,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Amherst Bulletin,MA,http://www.amherstbulletin.com,amherstbulletin.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Andover Townsman,MA,http://www.andovertownsman.com,andovertownsman.com,AndoverTownsman,,https://www.facebook.com/AndoverTownsman,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Arlington Advocate,MA,http://arlington.wickedlocal.com,arlington.wickedlocal.com,the_advocate,http://www.youtube.com/user/ArlingtonAdvocate,https://www.facebook.com/pages/Arlington-Advocate/181267248565486,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ashland TAB,MA,http://ashland.wickedlocal.com,ashland.wickedlocal.com,WickedLocal,,https://www.facebook.com/AshlandTAB,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ashland Town News,MA,http://www.localtownpages.com/town/ashland,localtownpages.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Athol Daily News,MA,http://www.atholdailynews.com,atholdailynews.com,,https://www.youtube.com/user/AtholDailyNews,https://www.facebook.com/atholdailynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sun Chronicle,MA,http://www.thesunchronicle.com,thesunchronicle.com,thesunchronicle,https://www.youtube.com/user/tsc34media,https://www.facebook.com/TheSunChronicle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Auburn News,MA,http://www.villagernewspapers.com,villagernewspapers.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Avon Messenger,MA,http://avon.wickedlocal.com,avon.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Wicked-Local/119311408344,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ayer News,MA,http://www.nashobavalleyvoice.com/ayer_news,nashobavalleyvoice.com,NashobaValVoice,,https://www.facebook.com/NashobaValleyVoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Nashoba Valley Voice,MA,http://www.nashobavalleyvoice.com,nashobavalleyvoice.com,NashobaValVoice,,https://www.facebook.com/NashobaValleyVoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Barnstable Enterprise,MA,http://www.capenews.net,capenews.net,capenewsdotnet,,https://www.facebook.com/enterprisenewspapers,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Register,MA,http://barnstable.wickedlocal.com,barnstable.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Wicked-Local/119311408344,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bedford Minuteman,MA,http://bedford.wickedlocal.com,bedford.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Bedford-Minuteman/115207078529059,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Country Gazette,MA,http://bellingham.wickedlocal.com,bellingham.wickedlocal.com,countrygazette,,https://www.facebook.com/pages/The-Country-Gazette/117382848606,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Belmont Citizen-Herald,MA,http://belmont.wickedlocal.com,belmont.wickedlocal.com,citizenherald,,https://www.facebook.com/citizenherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Wicked Local Berkley,MA,http://berkley.wickedlocal.com,berkley.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Wicked-Local/119311408344,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Beverly Citizen,MA,http://beverly.wickedlocal.com,beverly.wickedlocal.com,BeverlyCitizen,,https://www.facebook.com/pages/Beverly-Citizen/121434541213830,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Billerica Minuteman,MA,http://billerica.wickedlocal.com,billerica.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Billerica-Minuteman/62369762919,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bolton Common,MA,http://bolton.wickedlocal.com,bolton.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Bolton-Common/142076375818774,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Back Bay Sun,MA,http://backbaysun.com,backbaysun.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Beacon Hill Times,MA,http://beaconhilltimes.com,beaconhilltimes.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Boston Bulletin,MA,http://www.bulletinnewspapers.com/23532/s/boston,bulletinnewspapers.com,,,https://www.facebook.com/BostonBulletin/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Boston Business Journal,MA,http://www.bizjournals.com/boston,bizjournals.com,BosBizJournal,,https://www.facebook.com/BostonBusinessJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Boston Herald,MA,http://www.bostonherald.com,bostonherald.com,bostonherald,http://www.youtube.com/user/BostonHeraldVideos,https://www.facebook.com/pages/Boston-Herald/197211981599,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Boston Irish Reporter,MA,http://www.bostonirish.com,bostonirish.com,BostonIrishRptr,,https://www.facebook.com/pages/Boston-Irish-Reporter/346909585957,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Boston.com Neighborhoods,MA,http://www.boston.com/section/news,boston.com,BostonAngela,http://www.youtube.com/user/thebostonglobe,https://www.facebook.com/boston,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Charlestown Patriot-Bridge,MA,http://charlestownbridge.com,charlestownbridge.com,,,https://www.facebook.com/charlestownpatriotbridge,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Dorchester Reporter,MA,http://www.dotnews.com,dotnews.com,dotnews,,https://www.facebook.com/pages/Dorchester-Reporter/245747663197,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
El Mundo Boston,MA,http://elmundoboston.com,elmundoboston.com,ELMUNDOBoston,https://www.youtube.com/user/ElMundoBostonTV,https://www.facebook.com/elmundoboston,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
El Planeta Boston,MA,http://elplaneta.com,elplaneta.com,ElPlanetaBoston,,https://www.facebook.com/ElPlaneta,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Hyde Park Bulletin,MA,http://www.bulletinnewspapers.com/23469/s/hyde-park,bulletinnewspapers.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
North End Regional Review,MA,http://www.northendregionalreview.com,northendregionalreview.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Roslindale Transcript,MA,http://roslindale.wickedlocal.com,roslindale.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/Wicked-Local/119311408344,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sampan,MA,http://sampan.org,sampan.org,SampanNewspaper,,https://www.facebook.com/SampanNewspaperBoston,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
TechFlash,MA,http://www.bizjournals.com/boston/blog/techflash,bizjournals.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
West Roxbury Bulletin,MA,http://www.bulletinnewspapers.com/23511/s/west-roxbury-roslindale,bulletinnewspapers.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
