name,state,website,domain,twitter,youtube,facebook,owner,medium,source,collection_date
The Breeze,VA,http://www.breezejmu.org,breezejmu.org,thebreezejmu,http://www.youtube.com/breezevideo,https://www.facebook.com/TheBreezeJMU,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Liberty Champion,VA,http://www.libertychampion.com,libertychampion.com,LUChampionNews,http://www.youtube.com/LibertyChampionVideo,https://www.facebook.com/pages/Liberty-Champion/165455713466074,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Rotunda,VA,http://www.therotundaonline.com,therotundaonline.com,longwoodrotunda,,https://www.facebook.com/longwood.rotunda,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Spartan Echo,VA,http://www.spartanecho.org,spartanecho.org,Spartan_Echo,http://www.youtube.com/user/NSUSpartanEcho,https://www.facebook.com/pages/Spartan-Echo/145298285537067,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Mace & Crown,VA,http://www.maceandcrown.com,maceandcrown.com,maceandcrown,http://www.youtube.com/user/Themaceandcrown,https://www.facebook.com/maceandcrown,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Tartan,VA,http://www.rutartan.com,rutartan.com,RUTartan,,,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Collegian,VA,http://thecollegianur.com,thecollegianur.com,URCollegian,http://www.youtube.com/user/URCollegian,https://www.facebook.com/urcollegian,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cavalier Daily,VA,http://www.cavalierdaily.com,cavalierdaily.com,cavalierdaily,http://www.youtube.com/user/CavalierDaily,https://www.facebook.com/CavalierDaily,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Commonwealth Times,VA,http://www.commonwealthtimes.org,commonwealthtimes.org,theCT,,https://www.facebook.com/commonwealthtimes,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Collegiate Times,VA,http://www.collegiatetimes.com,collegiatetimes.com,CollegiateTimes,http://www.youtube.com/user/TheCollegiateTimes,https://www.facebook.com/CollegiateTimes,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Flat Hat,VA,http://flathatnews.com,flathatnews.com,TheFlatHat,http://www.youtube.com/user/theflathat,https://www.facebook.com/theflathat,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Times-Argus,VT,http://www.timesargus.com,timesargus.com,TimesArgus,https://www.youtube.com/user/BarreMontTimesArgus/videos,https://www.facebook.com/timesargus,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
World,VT,http://www.vt-world.com,vt-world.com,,,https://www.facebook.com/vtworld.news,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Chronicle,VT,http://www.bartonchronicle.com,bartonchronicle.com,bartonchronicle,,https://www.facebook.com/pages/the-Chronicle-Inc/196516758594,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bennington Banner,VT,http://www.benningtonbanner.com,benningtonbanner.com,banner_news,https://www.youtube.com/user/benningtonbanner/videos,https://www.facebook.com/benningtonbanner,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Journal Opinion,VT,http://www.jonews.com,jonews.com,journalopinion,,https://www.facebook.com/journalopinion.opinion,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Brattleboro Reformer,VT,http://www.reformer.com,reformer.com,brattreformer,https://www.youtube.com/user/BrattleboroReformer/videos,https://www.facebook.com/brattlebororeformer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Burlington Free Press,VT,http://www.burlingtonfreepress.com,burlingtonfreepress.com,bfp_news,https://www.youtube.com/channel/UCak1MrddbKx1Hp34-9nVDuw,https://www.facebook.com/bfpnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Seven Days,VT,http://www.sevendaysvt.com,sevendaysvt.com,sevendaysvt,https://www.youtube.com/user/SevenDaysVT/videos,https://www.facebook.com/sevendaysvt,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Chester Telegraph,VT,http://chestertelegraph.org,chestertelegraph.org,,,https://www.facebook.com/ChesterTelegraph,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Manchester Journal,VT,http://www.manchesterjournal.com,manchesterjournal.com,ManJourn,,https://www.facebook.com/manchesterjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Addison Co. Independent,VT,http://www.addisonindependent.com,addisonindependent.com,addyindy,https://www.youtube.com/user/addisonindependent/videos,https://www.facebook.com/AddisonIndependent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News & Citizen,VT,http://www.newsandcitizen.com,newsandcitizen.com,newsandcitizen,,https://www.facebook.com/newsandcitizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Northfield News,VT,http://www.thenorthfieldnews.com,thenorthfieldnews.com,,https://www.youtube.com/user/NorthfieldNewsVideo,https://www.facebook.com/northfieldnewsvermont,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Herald of Randolph,VT,http://www.ourherald.com,ourherald.com,,,https://www.facebook.com/pages/The-Randolph-Herald/154382951292980,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Rutland Herald,VT,http://www.rutlandherald.com,rutlandherald.com,rutlandherald,,https://www.facebook.com/rutlandherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
St. Albans Messenger,VT,http://www.samessenger.com,samessenger.com,samessenger,https://www.youtube.com/user/SAMessenger/videos,https://www.facebook.com/SaintAlbansMessenger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Caledonian Record,VT,http://caledonianrecord.com,caledonianrecord.com,calrecord,https://www.youtube.com/channel/UCEdmPuZ8EjASRW4hQgTtRmA/videos,https://www.facebook.com/caledonianrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Shelburne News,VT,http://shelburnenews.com,shelburnenews.com,Shelburne_News,,https://www.facebook.com/Shelburnenews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Vermont Woman,VT,http://www.vermontwoman.com,vermontwoman.com,VTWomanNews,,https://www.facebook.com/pages/Vermont-Woman-newspaper/344887880077,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Stowe Reporter,VT,http://www.stowetoday.com/stowe_reporter,stowetoday.com,StoweToday,https://www.youtube.com/user/StoweReporter/videos,https://www.facebook.com/pages/The-Stowe-Reporter/108600285889438,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Valley Reporter,VT,http://www.valleyreporter.com,valleyreporter.com,valleyreporter,,https://www.facebook.com/pages/The-Valley-Reporter/190053483001,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Deerfield Valley News,VT,http://www.dvalnews.com,dvalnews.com,,,https://www.facebook.com/pages/Deerfield-Valley-News/159347440762430,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Valley News,VT,http://www.vnews.com,vnews.com,,,https://www.facebook.com/pages/Valley-News/246562960523,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
LinkVermont.com,VT,http://www.linkvermont.com,linkvermont.com,vermont_fyi,http://www.youtube.com/user/linkvermont,https://www.facebook.com/pages/LinkVermontcom/125074900220,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Vermont Journal,VT,http://www.vermontjournal.com,vermontjournal.com,,,https://www.facebook.com/pages/The-Vermont-Journal-KMA-Publications-Inc/312293708805030,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Vermont Weathervane,VT,http://www.ruralvermont.com/vermontweathervane,ruralvermont.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Vermont Woodlands,VT,http://northernwoodlands.org,northernwoodlands.org,NorthWoodlands,,https://www.facebook.com/NorthernWoodlands,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Marlboro College News,VT,http://www.marlboro.edu/news,marlboro.edu,,,,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Middlebury Campus,VT,http://www.middleburycampus.com,middleburycampus.com,middcampus,,https://www.facebook.com/middleburycampus,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily World,WA,http://thedailyworld.com,thedailyworld.com,GHDailyWorld,https://www.youtube.com/user/TheDailyWorld/videos,https://www.facebook.com/TheDailyWorld,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Arlington Times,WA,http://www.arlingtontimes.com,arlingtontimes.com,,,https://www.facebook.com/TheArlingtonTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bainbridge Islander,WA,http://www.kitsapsun.com/bainbridge,kitsapsun.com,BIConversation,,https://www.facebook.com/BainbridgeIslander,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Island Review,WA,http://www.bainbridgereview.com,bainbridgereview.com,BIReview,,https://www.facebook.com/BainbridgeReview,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ballard News-Tribune,WA,http://www.ballardnewstribune.com,ballardnewstribune.com,ballardnewstrib,https://www.youtube.com/user/BallardNewsTribune/videos,https://www.facebook.com/ballardnewstrib,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Reflector,WA,http://www.thereflector.com,thereflector.com,,,https://www.facebook.com/pages/The-Reflector/189622144447897,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bellevue Business Journal,WA,http://bellevuebusinessjournal.com,bellevuebusinessjournal.com,BellevueNews,https://www.youtube.com/channel/UChF1rGTPEdVoYqZaAja29fA,https://www.facebook.com/bellevuebusinessjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bellingham Business News,WA,http://bellinghambusinessnews.com,bellinghambusinessnews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bellingham Herald,WA,http://www.bellinghamherald.com,bellinghamherald.com,bhamherald,https://www.youtube.com/user/bellinghamherald/videos,https://www.facebook.com/bellinghamherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Northern Light,WA,http://www.thenorthernlight.com,thenorthernlight.com,,https://www.youtube.com/channel/UCGwmwLKpHxTllE7p5bqdDbg/videos,https://www.facebook.com/TheNorthernLight,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Courier Herald,WA,http://www.blscourierherald.com,blscourierherald.com,,,https://www.facebook.com/BLSCourierHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sun,WA,http://www.kitsapsun.com,kitsapsun.com,kitsapsun,https://www.youtube.com/user/kitsapsun/videos,https://www.facebook.com/KitsapNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Camas-Washougal Post-Record,WA,http://www.camaspostrecord.com,camaspostrecord.com,cwprsports,,https://www.facebook.com/pages/Camas-Washougal-Post-Record/242390949113644,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Valley Record,WA,http://cashmerevalleyrecord.com,cashmerevalleyrecord.com,,,https://www.facebook.com/Cashmerevalleyrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Chronicle,WA,http://www.chronline.com,chronline.com,chronline,https://www.youtube.com/user/chronlinemultimedia/videos,https://www.facebook.com/thecentraliachronicle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lake Chelan Mirror,WA,http://lakechelanmirror.com,lakechelanmirror.com,,https://www.youtube.com/user/chelanmirror,https://www.facebook.com/LakeChelanMirror,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cheney Free Press,WA,http://www.cheneyfreepress.com,cheneyfreepress.com,,https://www.youtube.com/user/johncfp23,https://www.facebook.com/pages/Cheney-Free-Press/153717341400556,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Northern Kittitas County Tribune,WA,http://nkctribune.com,nkctribune.com,,,https://www.facebook.com/NKCTribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Statesman-Examiner,WA,http://www.statesmanexaminer.com,statesmanexaminer.com,SENewsteam,https://www.youtube.com/user/thestatesmanexaminer/videos,https://www.facebook.com/SENewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Concrete Herald,WA,http://www.concrete-herald.com,concrete-herald.com,,,https://www.facebook.com/concrete.herald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Whidbey Examiner,WA,http://www.whidbeyexaminer.com,whidbeyexaminer.com,,,https://www.facebook.com/pages/The-Whidbey-Examiner/133549936666535,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Deer Park Tribune,WA,http://www.dptribune.com,dptribune.com,,https://www.youtube.com/channel/UC7fjbNNhQ7skQ4p3kofqz-Q,https://www.facebook.com/pages/Deer-Park-Tribune/133417510010282,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Islands' Sounder,WA,http://www.islandssounder.com,islandssounder.com,pnwlocalnews,https://www.youtube.com/user/pnwlocalnews/videos,https://www.facebook.com/pnwlocalnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Dispatch,WA,http://www.dispatchnews.com,dispatchnews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Edmonds Beacon,WA,http://edmondsbeacon.villagesoup.com,edmondsbeacon.villagesoup.com,edmondsbeacon,,https://www.facebook.com/pages/Edmonds-Beacon/294075160628414,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Record,WA,http://www.dailyrecordnews.com,dailyrecordnews.com,EllensburgDR,https://www.youtube.com/user/dailyrecordnews/videos,https://www.facebook.com/ellensburgdailyrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Courier-Herald,WA,http://www.courierherald.com,courierherald.com,Enumclaw_CH,,https://www.facebook.com/EnumclawCourierHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Herald,WA,http://www.heraldnet.com,heraldnet.com,everettherald,https://www.youtube.com/user/heraldnet/videos,https://www.facebook.com/HeraldNet,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Federal Way Mirror,WA,http://www.federalwaymirror.com,federalwaymirror.com,fwmirror,https://www.youtube.com/user/federalwaymirror,https://www.facebook.com/FWMirror,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Forks Forum,WA,http://www.forksforum.com,forksforum.com,,,https://www.facebook.com/pages/Forks-Forum-Forks-Washingtons-hometown-newspaper/134524569937448,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Journal San Juan,WA,http://www.sanjuanjournal.com,sanjuanjournal.com,SanJuanJournal,https://www.youtube.com/channel/UCOTrDo-iQQ4pXEkPQ7vmZYw,https://www.facebook.com/JournalSanJuans,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
San Juan Islander,WA,http://www.sanjuanislander.com,sanjuanislander.com,sanjuanislander,,https://www.facebook.com/sanjuanislander,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Peninsula Gateway,WA,http://www.thenewstribune.com/news/local/community/gateway,thenewstribune.com,pengateway,https://www.youtube.com/channel/UCnnuGRuYWW_PWLoZujKisBg,https://www.facebook.com/peninsulagateway,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Goldendale Sentinel,WA,http://goldendalesentinel.com,goldendalesentinel.com,GdaleSentinel,https://www.youtube.com/channel/UC_FBZdg3s6UhRHUjjqWpKeg,https://www.facebook.com/goldendalesentinel,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Grandview Herald,WA,http://www.thegrandviewherald.com,thegrandviewherald.com,,,https://www.facebook.com/TheGrandviewHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Issaquah Press,WA,http://www.issaquahpress.com,issaquahpress.com,issaquahpress,https://www.youtube.com/channel/UCFxkzzUltJ8_dNiaUHIZB_g/videos,https://www.facebook.com/issaquahpress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tri-City Herald,WA,http://www.tri-cityherald.com,tri-cityherald.com,tricityherald,https://www.youtube.com/user/TheTriCityHerald/videos,https://www.facebook.com/TriCityHerald1,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
South Whidbey Record,WA,http://www.southwhidbeyrecord.com,southwhidbeyrecord.com,WhidbeyRecord,https://www.youtube.com/channel/UCyx4GxlyO29ACB9oJCudo3g/videos,https://www.facebook.com/SouthWhidbeyRecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Leavenworth Echo,WA,http://leavenworthecho.com,leavenworthecho.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Liberty Lake Splash,WA,http://www.libertylakesplash.com,libertylakesplash.com,LLSplash,,https://www.facebook.com/LibertyLakeSplash,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Chinook Observer,WA,http://www.chinookobserver.com,chinookobserver.com,chinookobserver,https://www.youtube.com/user/chinookobserver/videos,https://www.facebook.com/ChinookObserver,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily News,WA,http://tdn.com,tdn.com,the_daily_news,https://www.youtube.com/user/longviewdailynews/videos,https://www.facebook.com/pages/The-Daily-News/115458415536,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lynden Tribune,WA,http://www.lyndentribune.com,lyndentribune.com,lyndentribune,https://www.youtube.com/user/LyndenTribune/videos,https://www.facebook.com/lyndentrib,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Marysville Globe,WA,http://www.marysvilleglobe.com,marysvilleglobe.com,globereporter1,https://www.youtube.com/channel/UChk4fCR_CKJ6K_eW-4LJ4sQ,https://www.facebook.com/TheMarysvilleGlobe,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Mercer Island Reporter,WA,http://www.mi-reporter.com,mi-reporter.com,mireporter,,https://www.facebook.com/MIReporter,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Monroe Monitor,WA,http://www.monroemonitor.com,monroemonitor.com,MonroeMonitor,,https://www.facebook.com/monroemonitor,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sky Valley Chronicle,WA,http://www.skyvalleychronicle.com,skyvalleychronicle.com,SRValley,,https://www.facebook.com/pages/SKY-VALLEY-CHRONICLE/10150097028885425,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Vidette,WA,http://thevidette.com,thevidette.com,,,https://www.facebook.com/TheVidette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Columbia Basin Herald,WA,http://www.columbiabasinherald.com,columbiabasinherald.com,The_CBH,https://www.youtube.com/user/ColumbiaBasinHerald/videos,https://www.facebook.com/cbherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Skagit Valley Herald,WA,http://www.goskagit.com,goskagit.com,goskagit,https://www.youtube.com/user/skagitvalleyherald/videos,https://www.facebook.com/SkagitValleyHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Mukilteo Beacon,WA,http://mukilteobeacon.villagesoup.com,mukilteobeacon.villagesoup.com,mukilteobeacon,,https://www.facebook.com/pages/Mukilteo-Beacon/259817677410879,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Newport Miner,WA,http://pendoreillerivervalley.com,pendoreillerivervalley.com,,https://www.youtube.com/user/TheMinerOnline/videos,https://www.facebook.com/MinerNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Whidbey News-Times,WA,http://www.whidbeynewstimes.com,whidbeynewstimes.com,whidbeynews,https://www.youtube.com/user/WhidbeyNews/videos,https://www.facebook.com/WhidbeyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Olympian,WA,http://www.theolympian.com,theolympian.com,theolympian,,https://www.facebook.com/TheOlympian,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
County Chronicle,WA,http://www.omakchronicle.com,omakchronicle.com,OmakChronicle,https://www.youtube.com/user/omakchronicle/videos,https://www.facebook.com/omakokanogancountychronicle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Okanogan Valley Gazette-Tribune,WA,http://www.gazette-tribune.com,gazette-tribune.com,GazetteTribune,,https://www.facebook.com/GazetteTribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Othello Outlook,WA,http://www.othellooutlook.com,othellooutlook.com,,,https://www.facebook.com/pages/The-Othello-Outlook/356098447105,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Peninsula Daily News,WA,http://www.peninsuladailynews.com,peninsuladailynews.com,pendailynews,,https://www.facebook.com/pages/Peninsula-Daily-News/57663452337,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Port Orchard Independent,WA,http://www.portorchardindependent.com,portorchardindependent.com,poinews,,https://www.facebook.com/PortOrchardIndependent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Jefferson County Leader,WA,http://www.ptleader.com,ptleader.com,ptleader,https://www.youtube.com/user/PortTownsendLeader/videos,https://www.facebook.com/ptleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
North Kitsap Herald,WA,http://www.northkitsapherald.com,northkitsapherald.com,nkherald,https://www.youtube.com/channel/UCGzUOGnzhG4KJmqlqYifR2A,https://www.facebook.com/NorthKitsapHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Prosser Record-Bulletin,WA,http://www.recordbulletin.com,recordbulletin.com,,https://www.youtube.com/user/recordbulletin,https://www.facebook.com/pages/Prosser-Record-Bulletin/628430743849875,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily News,WA,http://dnews.com,dnews.com,mpdailynews,https://www.youtube.com/user/TheMPDailyNews/videos,https://www.facebook.com/PalouseNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Puyallup Herald,WA,http://www.thenewstribune.com/news/local/community/puyallup-herald,thenewstribune.com,PuyallupNews,https://www.youtube.com/channel/UC7hiJn9gKxmhYqaGBJAco_g,https://www.facebook.com/TheHeraldPuyallup,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Willapa Harbor Herald,WA,http://www.hometowndebate.com,hometowndebate.com,,,https://www.facebook.com/willapaharbor.herald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Renton Reporter,WA,http://www.rentonreporter.com,rentonreporter.com,rentonreporter,,https://www.facebook.com/RentonReporter,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Capitol Hill Times,WA,http://www.capitolhilltimes.com,capitolhilltimes.com,Cap_Hill_Times,https://www.youtube.com/user/CapitolHillTimes/videos,https://www.facebook.com/CapitolHillTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Journal of Commerce,WA,http://www.djc.com,djc.com,SeattleDJC,https://www.youtube.com/user/seattledjc/videos,https://www.facebook.com/pages/Seattle-Daily-Journal-of-Commerce/314794254084,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Madison Park Times,WA,http://www.madisonparktimes.com,madisonparktimes.com,MadisonParkTime,,https://www.facebook.com/MadisonParkTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Northwest Asian Weekly,WA,http://www.nwasianweekly.com,nwasianweekly.com,nwasianweekly,,https://www.facebook.com/NorthwestAsianWeekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Pacific Publishing Newspapers,WA,http://pacificpublishingcompany.com,pacificpublishingcompany.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Puget Sound Business Journal,WA,http://www.bizjournals.com/seattle,bizjournals.com,PSBJ,https://www.youtube.com/user/PSBJvideo/videos,https://www.facebook.com/pugetsoundbusinessjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Queen Anne & Magnolia News,WA,http://www.queenannenews.com,queenannenews.com,qamagnews,,https://www.facebook.com/QueenAnneMagnoliaNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Seattle Post Intelligencer,WA,http://www.seattlepi.com,seattlepi.com,seattlepi,,https://www.facebook.com/pages/The-Seattle-Post-Intelligencer/7457442370,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Seattle Times,WA,http://seattletimes.com,seattletimes.com,seattletimes,https://www.youtube.com/user/seattletimesdotcom/videos,https://www.facebook.com/seattletimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Seattle Weekly,WA,http://www.seattleweekly.com,seattleweekly.com,seattleweekly,https://www.youtube.com/user/SeattleWeekly/videos,https://www.facebook.com/SeattleWeekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Stranger,WA,http://www.thestranger.com,thestranger.com,,https://www.youtube.com/user/strangervideo/videos,https://www.facebook.com/strangerseattle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
West Seattle Herald,WA,http://www.westseattleherald.com,westseattleherald.com,westseattleher,https://www.youtube.com/user/WestSeattleHerald/videos,https://www.facebook.com/WestSeattleHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sequim Gazette,WA,http://www.sequimgazette.com,sequimgazette.com,sequimgazette,,https://www.facebook.com/sequimgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Central Kitsap Reporter,WA,http://www.centralkitsapreporter.com,centralkitsapreporter.com,reporterpatriot,,https://www.facebook.com/CKReporter,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Snoqualmie Valley Record,WA,http://www.valleyrecord.com,valleyrecord.com,valleyrecord,,https://www.facebook.com/ValleyRecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Spokane Journal of Business,WA,http://www.spokanejournal.com,spokanejournal.com,SpokaneJofB,,https://www.facebook.com/pages/Spokane-Journal-of-Business/178922715477354,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Spokesman-Review,WA,http://www.spokesman.com,spokesman.com,spokesmanreview,https://www.youtube.com/user/Spokesmanreview/videos,https://www.facebook.com/spokesmanreview,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Stanwood Camano News,WA,http://www.scnews.com,scnews.com,StanCamNEWS,https://www.youtube.com/user/scnewsvideo,https://www.facebook.com/pages/Stanwood-Camano-News/271728462932221,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Sun News,WA,http://www.dailysunnews.com,dailysunnews.com,dailysunnewswa,,https://www.facebook.com/thedailysunnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
News Tribune,WA,http://www.thenewstribune.com,thenewstribune.com,thenewstribune,https://www.youtube.com/user/TacomaNewsTribune/videos,https://www.facebook.com/tacomanewstribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tacoma Daily Index,WA,http://www.tacomadailyindex.com,tacomadailyindex.com,TacomaIndex,,https://www.facebook.com/tacomadailyindex,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tacoma Weekly,WA,http://www.tacomaweekly.com,tacomaweekly.com,tacomaweekly,https://www.youtube.com/channel/UCMCs-lGz7kK4_1j7FW3xv-w,https://www.facebook.com/tacomaweekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Business Examiner,WA,http://www.businessexaminer.com,businessexaminer.com,be_daily,https://www.youtube.com/user/BusinessExaminer/videos,https://www.facebook.com/bizexam,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Methow Valley News,WA,http://www.methowvalleynews.com,methowvalleynews.com,MethowNews ,https://www.youtube.com/channel/UCF67Mszh3kvMaji4FVtBYxQ/videos,https://www.facebook.com/pages/Methow-Valley-News/128607483863863,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Columbian,WA,http://www.columbian.com,columbian.com,thecolumbian,https://www.youtube.com/user/ColumbianNewspaper/videos,https://www.facebook.com/thecolumbian,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Island Beachcomber,WA,http://www.vashonbeachcomber.com,vashonbeachcomber.com,VMIBeachcomber,,https://www.facebook.com/VashonBeachcomber,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Key Peninsula News,WA,http://www.keypennews.com,keypennews.com,keypennews,,https://www.facebook.com/KeyPenNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
