city	id	owner	state	station_info	station_name	subchannels	website	source	collection_date
 San Francisco		 One Ministries	CA	 Digital Low-Power - 2.5 kW	K03HY-D	 3.1 Better Life (3ABN 7th Day Adventist), 3.2 Better Life Health, 3.3 Better Life Sermons, 3.4 Better Life / 3ABN in Spanish, 3.5 God TV, 3.6 Daystar, 3.7 American Uncensored News, 3.8 North Bay TV (K49KS-D)		stationindex	2018-08-02 14:55:24.612585
 San Francisco	" ""KRON 4"""	 Nexstar Media Group	CA	 Digital Full-Power - 1000 kW	KRON	 4.1 KRON, 4.2 KRON 4 News 24/7	http://www.kron.com/	stationindex	2018-08-02 14:55:24.612585
 San Francisco	" ""CBS 5"""	 CBS Corporation	CA	 Digital Full-Power - 1000 kW	KPIX	 5.1 KPIX/CBS, 5.2 Decades	http://sanfrancisco.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 San Francisco	" ""ABC 7"""	 ABC	CA	 Digital Full-Power - 24 kW	KGO	 7.1 KGO/ABC, 7.2 Live Well, 7.3 Laff TV	http://www.abc7news.com/	stationindex	2018-08-02 14:55:24.612585
 Fort Bragg	" ""Total Living Network"""	 One Ministries	CA	 Digital Full-Power - 26 kW	KQSL	 8.1 KQSL/Total Living Network		stationindex	2018-08-02 14:55:24.612585
 San Francisco		 Northern California Public Broadcasting	CA	 Digital Educational Full-Power - 710 kW	KQED	 9.1 KQED HD/PBS, 9.2 KTEH, 9.3 PBS World	http://www.kqed.org/	stationindex	2018-08-02 14:55:24.612585
 San Jose	" ""NBC 11"""	 NBC Universal	CA	 Digital Full-Power - 103.1 kW	KNTV	 11.1 KNTV/NBC, 11.2 Cozi TV	http://www.nbcbayarea.com/	stationindex	2018-08-02 14:55:24.612585
 Petaluma		 One Ministries	CA	 Digital Low-Power - 0.3 kW	KQSL-LD	 12.1 Better Life (3ABN 7th Day Adventist), 12.2 Better Life Health, 12.3 Better Life Sermons, 12.4 Better Life / 3ABN in Spanish, 12.5 God TV, 12.6 Daystar, 12.7 American Uncensored News, 12.8 North Bay TV (K49KS-D)	http://kkpm.tv/	stationindex	2018-08-02 14:55:24.612585
 San Francisco	" ""Univision 14"""	 Univision Communications	CA	 Digital Full-Power - 476.3 kW	KDTV			stationindex	2018-08-02 14:55:24.612585
 San Francisco		 Granite Broadcasting	CA	 Digital Full-Power - 383 kW	KOFY	 20.1 KOFY/Independent	http://www.kofytv.com/	stationindex	2018-08-02 14:55:24.612585
 Cotati		 Rural California Broadcasting Corporation	CA	 Digital Educational Full-Power - 105 kW	KRCB		http://www.krcb.org/	stationindex	2018-08-02 14:55:24.612585
 San Francisco		 Lincoln Broadcasting	CA	 Digital Full-Power - 500 kW	KTSF	 26.1 KTSF, 26.2 MBC America	http://www.ktsf.com/	stationindex	2018-08-02 14:55:24.612585
 San Francisco		 Poquito Mas Communications	CA	 Digital Class-A - 15 kW	KCNZ-CD	" 28.1 KCNZ/Religious, 
28.2 Home Shopping Network, 
28.3 Jewelry, 
28.4 Evine Live"		stationindex	2018-08-02 14:55:24.612585
 San Francisco		 Minority Television Project	CA	 Digital Educational Full-Power - 500 kW	KMTP	 33.1 KMTP, 33.2 World Channel (Chinese), 33.3 ido-tv, 33.5 NTD-TV (Chinese)	http://www.kmtp.tv/	stationindex	2018-08-02 14:55:24.612585
 San Jose	" ""KTVU Plus"""	 Fox Television Stations	CA	 Digital Full-Power - 550 kW	KICU	 36.1 KICU, 36.2 KEMS/KBS World (Korean), 36.3 CCTV News	http://www.ktvu.com/news/ktvuplus	stationindex	2018-08-02 14:55:24.612585
 San Francisco	" ""Estrella TV 38"""	 NRJ TV	CA	 Digital Full-Power - 1000 kW	KCNS	 38.1 KCNS/Estrella TV, 38.2 Sino TV, 38.3 Estrella TV, 38.4 Comet, 38.5 NTD TV, 38.6 Unknown		stationindex	2018-08-02 14:55:24.612585
 San Francisco		 New York Spectrum Holding Company	CA	 Digital Low-Power - 14 kW	KMMC-LD	 40.1 3ABN Latino		stationindex	2018-08-02 14:55:24.612585
 Santa Rosa		 One Ministries	CA	 Low-Power - 20 kW	KQRM-LP	 3.1 God TV		stationindex	2018-08-02 14:55:24.612585
 Concord	" ""Estrella TV KTNC 42"""	 TTBG, LLC	CA	 Digital Full-Power - 40 kW	KTNC	 42.1 KTNC/Estrella TV, 42.2 Estrella TV Central Valley, 42.3 This TV		stationindex	2018-08-02 14:55:24.612585
 San Francisco	" ""CW Bay Area"""	 CBS Corporation	CA	 Digital Full-Power - 400 kW	KBCW		http://cwbayarea.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 San Jose	" ""Telemundo 48"""	 NBC Universal	CA	 Digital Full-Power - 257 kW	KSTS		http://www.telemundo48.com/	stationindex	2018-08-02 14:55:24.612585
 Santa Rosa	" ""North Bay TV"""		CA	 Digital Low-Power - 1 kW	K49KS-D	 49.1 North Bay TV	http://www.northbaytv.com/	stationindex	2018-08-02 14:55:24.612585
 Santa Rosa		 Northstar Media	CA	 Digital Full-Power - 20 kW	KEMO	 50.1 KEMO/Azteca America		stationindex	2018-08-02 14:55:24.612585
 San Jose		 Northern California Public Broadcasting	CA	 Digital Educational Full-Power - 290 kW	KTEH	 54.1 KTEH/PBS, 54.2 KQED, 54.3 Life, 54.4 Kids, 54.5 V-me	http://www.kteh.org/	stationindex	2018-08-02 14:55:24.612585
 San Mateo		 San Mateo Community College	CA	 Digital Educational Full-Power - 536 kW	KCSM	 60.1 KCSM, 60.2 MHz WorldView, 60.3 Jazz TV	http://www.kcsm.org/	stationindex	2018-08-02 14:55:24.612585
 San Jose		 Ion Media Networks	CA	 Digital Full-Power - 1000 kW	KKPX	 65.1 Ion, 65.2 Qubo, 65.3 Ion Life, 65.4 Ion Shop, 65.5 QVC, 65.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Vallejo	" ""Unimas 66"""	 Univision Communications	CA	 Digital Full-Power - 150 kW	KFSF	 66.1 KFSF/Unimas, 66.2 Univision, 66,3 Bounce TV, 66.4 Grit TV		stationindex	2018-08-02 14:55:24.612585
 Novato		 OTA Broadcasting	CA	 Digital Full-Power - 1000 kW	KTLN	 68.1 KTLN/Religious, 68.2 Jewelry Television, 68.3 Sonlife Broadcasting Network, 68.4 Chinese		stationindex	2018-08-02 14:55:24.612585
 Boston	" ""GBH 2"""	 WGBH Educational Foundation	MA	 Digital Educational Full-Power - 700 kW	WGBH		http://www.wgbh.org/	stationindex	2018-08-02 14:55:24.612585
 Boston	" ""CBS 4"""	 CBS Corporation	MA	 Digital Full-Power - 825 kW	WBZ		http://boston.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 Boston		 Hearst Television	MA	 Digital Full-Power - 625 kW	WCVB		http://www.thebostonchannel.com/	stationindex	2018-08-02 14:55:24.612585
 Boston		 Sunbeam Television	MA	 Digital Full-Power - 1000 kW	WHDH	 8.1 WHDH, 8.2 This TV	http://www.whdh.com/	stationindex	2018-08-02 14:55:24.612585
 Boston	" ""NBC Boston"""	 NBC Universal	MA	 Digital Low-Power - 11.2 kW	WBTS-LD	 8.1 NBC/NBC Boston, 8.2 Telemundo, 8.3 Cozi TV, 8.4 TeleXitos	http://www.nbcboston.com/	stationindex	2018-08-02 14:55:24.612585
 Manchester		 Hearst Television	NH	 Digital Full-Power - 6.5 kW	WMUR	 9.1 WMUR/ABC, 9.2 MeTV	http://www.wmur.com/	stationindex	2018-08-02 14:55:24.612585
 Boston	" ""FOX 25"""	 Cox Media Group	MA	 Digital Full-Power - 780 kW	WFXT	 25.1 Fox, 25.2 Movies!	http://www.myfoxboston.com/	stationindex	2018-08-02 14:55:24.612585
 Boston		 MIG Broadcast Group / Guenter Marksteiner	MA	 Digital Low-Power - 15 kW	WHDN-LD			stationindex	2018-08-02 14:55:24.612585
 Marlborough	" ""Unimas Boston"""	 Entravision Communications	MA	 Digital Full-Power - 100 kW	WUTF	 66.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Boston	" ""My 38"""	 CBS Corporation	MA	 Digital Full-Power - 135 kW	WSBK	 38.1 WSBK/My Network TV	http://boston.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 Booston	" ""GBH 44"""	 WGBH Educational Foundation	MA	 Digital Educational Full-Power - 500 kW	WGBX		http://www.wgbh.org/	stationindex	2018-08-02 14:55:24.612585
 Norwell	" ""EVINE Live"""	 EVINE Live, Inc.	MA	 Digital Full-Power - 5 kW	WWDP	 46.1 EVINE Live/WWDP		stationindex	2018-08-02 14:55:24.612585
 Worcester		 Daystar Television Network	MA	 Digital Educational Full-Power - 365 kW	WYDN		http://www.daystar.com/	stationindex	2018-08-02 14:55:24.612585
 Derry		 Univision	NH	 Digital Full-Power - 400 kW	WWJE	 50.1 WBIN/My Network TV, 50.2 Live Well, 50.3 The Cool TV		stationindex	2018-08-02 14:55:24.612585
 Cambridge	" ""Boston's CW"""	 Sunbeam Television	MA	 Digital Full-Power - 550 kW	WLVI		http://www.cw56.com/	stationindex	2018-08-02 14:55:24.612585
 Vineyard Haven	" ""Ion Life"""	 Ion Media Networks	MA	 Digital Full-Power - 375 kW	WDPX	 58.1 Ion Life		stationindex	2018-08-02 14:55:24.612585
 Merrimack		 NBC Universal	NH	 Digital Full-Power - 80 kW	WNEU			stationindex	2018-08-02 14:55:24.612585
 Lawrence		 Multicultural Television	MA	 Digital Full-Power - 1000 kW	WMFP	 62.1 Retro Television/WMFP		stationindex	2018-08-02 14:55:24.612585
 Worcester		 Univision	MA	 Digital Full-Power - 100 kW	WUNI		https://noticiasya.com/nueva-inglaterra/	stationindex	2018-08-02 14:55:24.612585
 Boston		 Ion Media Networks	MA	 Digital Full-Power - 375 kW	WBPX	 68.1 Ion, 68.2 Qubo, 68.3 Infomercials, 68.4 Ion Shop, 68.5 QVC, 68.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""Action News 2"""	 Cox Enterprises	GA	 Digital Full-Power - 1000 kW	WSB	 2.1 WSB/ABC, 2.2 Me TV	http://www.wsbtv.com/	stationindex	2018-08-02 14:55:24.612585
 Atlanta		 Northstar Media	GA	 Low-Power - 2.5 kW	WUVM-LP			stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""FOX 5"""	 Fox Television Stations	GA	 Digital Full-Power - 1000 kW	WAGA		http://www.fox5atlanta.com/	stationindex	2018-08-02 14:55:24.612585
 Athens		 Georgia Public Broadcasting	GA	 Digital Educational Full-Power - 21 kW	WGTV		http://www.gpb.org/	stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""11 Alive"""	 Tegna Media	GA	 Digital Full-Power - 80 kW	WXIA		http://www.11alive.com/	stationindex	2018-08-02 14:55:24.612585
 Rome		 Ion Media Networks	GA	 Digital Full-Power - 1000 kW	WPXA	 14.1 Ion, 14.2 Qubo, 14.3 Ion Life, 14.4 Ion Shop, 14.5 QVC, 14.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""Peachtree TV"""	 Time Warner	GA	 Digital Full-Power - 1000 kW	WPCH		http://www.peachtreetv.com/	stationindex	2018-08-02 14:55:24.612585
 Atlanta		 KM Communications	GA	 Class-A Digital - 10 kW	WSKC-CD	 22.1 WSKC/Munhwa Broadcasting Corporation (Korean)		stationindex	2018-08-02 14:55:24.612585
 Atlanta		 Prism Broadcasting Network	GA	 Digital Low-Power - 15 kW	WTBS-LD	 26.1 France 24, 26.2 Untamed Sports TV, 26.3 Tuff TV, 26.4 Jewelry TV, 26.5 Oldie Goldie, 26.6 Prism TV, 26.7 This TV, 26.8 Tr3s, 26.9 LATV, 26.1 Vida TV		stationindex	2018-08-02 14:55:24.612585
 Atlanta		 Atlanta Public Schools	GA	 Digital Educational Full-Power - 55.4 kW	WPBA		http://www.wpba.org/	stationindex	2018-08-02 14:55:24.612585
 Atlanta		 Prism Broadcasting Network	GA	 Class-A - 18.2 kW	WANN-CA			stationindex	2018-08-02 14:55:24.612585
 Toccoa		 Marquee Broadcasting	GA	 Digital Full-Power - 240 kW	WGTA	 32.1 Heroes and Icons, 32.2 Decades, 32.3 Movies!	http://www.wgtatv.com/	stationindex	2018-08-02 14:55:24.612585
 Athens		 Univision Communications	GA	 Digital Full-Power - 1000 kW	WUVG	 34.1 Univision, 34.2 Unimas, 34.3 GetTV]34.4 Escape		stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""My ATL TV"""	 Tegna Media	GA	 Digital Full-Power - 500 kW	WATL		http://www.myatltv.com/	stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""CBS Atlanta"""	 Meredith Corporation	GA	 Digital Full-Power - 1000 kW	WGCL	 46.1 CBS Atlanta/WGCL	http://www.cbsatlanta.com/	stationindex	2018-08-02 14:55:24.612585
 Atlanta		 Carolina Christian Broadcasting	GA	 Digital Educational Full-Power - 165 kW	WATC		http://www.watc.tv/	stationindex	2018-08-02 14:55:24.612585
 Monroe		 Trinity Broadcasting Network	GA	 Digital Full-Power - 700 kW	WHSG	 63.1 WHSG/TBN, 63.2 Church Channel, 63.3 JCTV, 63.4 Enlace USA, 63.5 Smile of a Child	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Atlanta	" ""CW 69"""	 CBS Corporation	GA	 Digital Full-Power - 1000 kW	WUPA		http://cwatlanta.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 Washington	" ""NBC 4"""	 NBC Universal	DC	 Digital Full-Power - 813 kW	WRC	 4.1 WRC/NBC, 4.2 Cozi TV	http://www.nbcwashington.com/	stationindex	2018-08-02 14:55:24.612585
 Washington	" ""FOX 5"""	 Fox Television Stations	DC	 Digital Full-Power - 1000 kW	WTTG		http://www.fox5dc.com/	stationindex	2018-08-02 14:55:24.612585
 Washington	" ""ABC 7"""	 Sinclair Broadcast Group	DC	 Digital Full-Power - 30 kW	WJLA	 7.1 WJLA/ABC, 7.2 Me TV, 7.3 Live Well Network	http://www.wjla.com/	stationindex	2018-08-02 14:55:24.612585
 Washington		 Tegna Media	DC	 Digital Full-Power - 12.6 kW	WUSA	 9.1 WUSA/CBS, 9.2 Bounce TV, 9.3 Justice Network	http://www.wusa9.com/	stationindex	2018-08-02 14:55:24.612585
 Arlington		 Univision Communications	VA	 Digital Full-Power - 325 kW	WFDC	 14.1 Univision, 14.2 Get TV, 14.3 Grit TV, 14.4 Escape		stationindex	2018-08-02 14:55:24.612585
 Washington	" ""Fox 5 Plus"""	 Fox Television Stations	DC	 Digital Full-Power - 500 kW	WDCA	 20.1 WDCA, 20.2 Movies!, 20.3 Heros & Icons, 20.4 Light TV	http://www.fox5dc.com/fox5plus	stationindex	2018-08-02 14:55:24.612585
 Annapolis		 Maryland Public Broadcasting Commission	MD	 Digital Educational Full-Power - 150 kW	WMPT		http://www.mpt.org/	stationindex	2018-08-02 14:55:24.612585
 Washington		 Daystar	DC	 Digital Low-Power - 10 kW	WDDN-LD	 23.1 Daystar		stationindex	2018-08-02 14:55:24.612585
 Washington	" ""Telemundo 25"""	 ZGS Communications	DC	 Low-Power - 29 kW	WZDC-LP			stationindex	2018-08-02 14:55:24.612585
 Washington		 Greater Washington Educational Telecommunications Association	DC	 Digital Educational Full-Power - 90 kW	WETA		http://www.weta.org/	stationindex	2018-08-02 14:55:24.612585
 Goldvein	" ""MHz Networks"""	 Commonwealth Public Broadcasting Corporation	VA	 Digital Educational Full-Power - 160 kW	WNVT	 30.6 EuroNews (Spanish), 30.7 France 24, 30.8 Ethiopian Television, 30.9 VTV4, 30.10 EuroNews (English)	http://www.mhznetworks.org/	stationindex	2018-08-02 14:55:24.612585
 Washington		 Howard University	DC	 Digital Educational Full-Power - 100 kW	WHUT			stationindex	2018-08-02 14:55:24.612585
 Washington		 Entravision	DC	 Digital Low-Power - 0.198 kW	WMDO-CA	 47.1 Unimas, 47.2 Univision		stationindex	2018-08-02 14:55:24.612585
 Washington	" ""DC 50"""	 Tribune	DC	 Digital Full-Power - 125 kW	WDCW	 50.1 WDCW/CW, 50.2 This TV	http://www.dc50tv.com/	stationindex	2018-08-02 14:55:24.612585
 Fairfax	" ""MHz Neteworks"""	 Commonwealth Public Broadcasting Corporation	VA	 Digital Educational Full-Power - 160 kW	WNVC	 30.1 MHz Worldview, 30.2 NHK World, 30.3 Metro Chinese Network, 30.4 Russia Today, 30.5 Al Jazeera English	http://www.mhznetworks.org/	stationindex	2018-08-02 14:55:24.612585
 Martinsburg		 Ion Media Networks	WV	 Digital Full-Power - 23 kW	WWPX	 60.1 Ion, 60.2 Qubo, 60.3 Ion Life, 60.4 Ion Shop, 60.5 QVC, 60.6 HSN	http://www.iontelevision.com/	stationindex	2018-08-02 14:55:24.612585
 Frederick		 Maryland Public Broadcasting Commission	MD	 Digital Educational Full-Power - 30 kW	WFPT		http://www.mpt.org/	stationindex	2018-08-02 14:55:24.612585
 Manassas		 Ion Media Networks	VA	 Digital Full-Power - 90 kW	WPXW	 66.1 Ion, 66.2 Qubo, 66.3 Ion Life, 66.4 Ion Shop, 66.5 QVC, 66.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Hagerstown		 Entravision Communications	MD	 Digital Full-Power - 105 kW	WJAL		http://www.wjal.com/	stationindex	2018-08-02 14:55:24.612585
 Lake Shore		 Northstar Media	MD	 Digital Low-Power - 6.5 kW	WQAW-LD	 69.1 Azteca America, 69.2 , 69.3 , 69.4		stationindex	2018-08-02 14:55:24.612585
 Houston	" ""Local 2"""	 Graham Media Group	TX	 Digital Full-Power - 1000 kW	KPRC	 2.1 KPRC/NBC, 2.2 This TV, 2.3 LATV	http://www.click2houston.com/	stationindex	2018-08-02 14:55:24.612585
 Houston		 University of Houston	TX	 Digital Educational Full-Power - 34.3 kW	KUHT		http://www.houstonpbs.org/	stationindex	2018-08-02 14:55:24.612585
 Houston		 Tegna Media	TX	 Digital Full-Power - 25 kW	KHOU		http://www.khou.com/	stationindex	2018-08-02 14:55:24.612585
 Houston	" ""ABC 13"""	 ABC	TX	 Digital Full-Power - 32.4 kW	KTRK	 13.1 KTRK/ABC, 13.2 Live Well HD, 13.3 Weather	http://www.abc13.com/	stationindex	2018-08-02 14:55:24.612585
 Houston		 Trinity Broadcasting Network	TX	 Digital Educational Full-Power - 900 kW	KETH	 14.1 KETH/TBN, 14.2 Church Channel, 14.3 JCTV, 14.4 Enlace USA, 14.5 Smile of a Child	http://www.communityedtv.org/keth/	stationindex	2018-08-02 14:55:24.612585
 Houston	" ""My 20"""	 Fox Television Stations	TX	 Digital Full-Power - 421 kW	KTXH		http://www.fox26houston.com/my20-houston	stationindex	2018-08-02 14:55:24.612585
 Galveston		 Daystar Television Network	TX	 Digital Educational Full-Power - 350 kW	KLTJ		http://www.kltj.org/	stationindex	2018-08-02 14:55:24.612585
 Houston	" ""FOX 26"""	 Fox Television Stations	TX	 Digital Full-Power - 1000 kW	KRIV		http://www.fox26houston.com/	stationindex	2018-08-02 14:55:24.612585
 Houston			TX	 Low-Power - 70 kW	KCVH-LP			stationindex	2018-08-02 14:55:24.612585
 Dewalt	" ""MundoMax 34"""	 Mako Communications	TX	 Digital Class-A - 15 kW	KUVM-CD	 34.1 KUVM/MundoMax		stationindex	2018-08-02 14:55:24.612585
 Houston	" ""Houston's 39"""	 Tribune	TX	 Digital Full-Power - 1000 kW	KIAH	 39.1 KIAH/CW, 39.2 Antenna TV	http://www.39online.com/	stationindex	2018-08-02 14:55:24.612585
 Rosenberg		 Univision Communications	TX	 Digital Full-Power - 1000 kW	KXLN			stationindex	2018-08-02 14:55:24.612585
 Galveston	" ""Telemundo 47"""	 NBC Universal	TX	 Digital Full-Power - 1000 kW	KTMD		http://www.ktmd.com/	stationindex	2018-08-02 14:55:24.612585
 Conroe		 Ion Media Networks	TX	 Digital Full-Power - 1000 kW	KPXB	 49.1 Ion, 49.2 Qubo, 49.3 Ion Life, 49.4 Ion Shop, 49.5 QVC, 49.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Katy		 Northstar Media	TX	 Digital Full-Power - 1000 kW	KYAZ	 51.1 Azteca America, 51.2 Infomercials, 51.3 Biz TV, 51.4 NTD (New Tang Dynasty Television)		stationindex	2018-08-02 14:55:24.612585
 Conroe	" ""Mega TV Houston"""	 Spanish Broadcasting Systems	TX	 Digital Full-Power - 1000 kW	KTBU	 55.1 Mega TV, 55.2 VAN TV, 55.3 Nacion TV, 55.4 Mi Casa, 55.5 ITV, 55.6 CCTV News		stationindex	2018-08-02 14:55:24.612585
 Baytown	" ""KUBE TV Houston"""	 TTBG, LLC	TX	 Digital Full-Power - 1000 kW	KUBE	 57.1 KUBE/Independent, 57.2 La Mera TV, 57.3 BYN TV		stationindex	2018-08-02 14:55:24.612585
 Houston	" ""Estrella TV KZJL 61"""	 Liberman Broadcasting	TX	 Digital Full-Power - 1000 kW	KZJL	 61.1 KZJL/Estrella TV		stationindex	2018-08-02 14:55:24.612585
 Alvin	" ""Unimas 67"""	 Univision Communications	TX	 Digital Full-Power - 1000 kW	KFTH	 67.1 Unimas, 67.2 GetTV, 67.3 Grit TV		stationindex	2018-08-02 14:55:24.612585
 Detroit	" ""FOX 2"""	 Fox Television Stations	MI	 Digital Full-Power - 20 kW	WJBK		http://www.fox2detroit.com/	stationindex	2018-08-02 14:55:24.612585
 Detroit	" ""Local 4"""	 Graham Media Group	MI	 Digital Full-Power - 973 kW	WDIV	 4.1 WDIV/NBC, 4.2 This TV	http://www.clickondetroit.com/	stationindex	2018-08-02 14:55:24.612585
 Detroit		 E.W. Scripps	MI	 Digital Full-Power - 770 kW	WXYZ	 7.1 WXYZ/ABC, 7.2 Retro Television Network, 7.3 Weather	http://www.wxyz.com/	stationindex	2018-08-02 14:55:24.612585
 Detroit	" ""MY TV 20"""	 Granite Broadcasting	MI	 Digital Full-Power - 500 kW	WMYD		http://www.tv20detroit.com/	stationindex	2018-08-02 14:55:24.612585
 Detroit	" ""Univision Detroit"""	 Daystar Television Network	MI	 Class-A - 50 kW	WUDT-CA			stationindex	2018-08-02 14:55:24.612585
 Ann Arbor		 Local HDTV, Inc.	MI	 Low-Power - 19 kW	WHDA-LP			stationindex	2018-08-02 14:55:24.612585
 Ann Arbor		 Ion Media Networks	MI	 Digital Full-Power - 110 kW	WPXD	 31.1 Ion, 31.2 Qubo, 31.3 Ion Life, 31.4 Ion Shop, 31.5 QVC, 31.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Mount Clemens		 Adell Broadcasting	MI	 Digital Full-Power - 1000 kW	WADL	 38.1 WADL/Independent		stationindex	2018-08-02 14:55:24.612585
 Detroit	" ""CW 50"""	 CBS Corporation	MI	 Digital Full-Power - 200 kW	WKBD		http://cwdetroit.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 Detroit		 Detroit Educational Television Foundation	MI	 Digital Educational Full-Power - 200 kW	WTVS		http://www.wtvs.org/	stationindex	2018-08-02 14:55:24.612585
 Detroit	" ""CBS Detroit"""	 CBS Corporation	MI	 Digital Full-Power - 200 kW	WWJ		http://detroit.cbslocal.com/	stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""3TV"""	 Meredith Corporation	AZ	 Digital Full-Power - 1000 kW	KTVK	 3.1 KTVK/3TV, 3.2 3TV 24/7 - AZ News, 3.3 Weather Now	http://www.azfamily.com/	stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""CBS 5"""	 Meredith Corporation	AZ	 Digital Full-Power - 1000 kW	KPHO	 5.1 KPHO/CBS, 5.2 Cozi TV	http://www.cbs5az.com/	stationindex	2018-08-02 14:55:24.612585
 Prescott	" ""AZ TV"""	 The Londen Group	AZ	 Digital Full-Power - 3.2 kW	KAZT	 7.1 KAZT/Independent, 7.2 Me TV (Classic TV), 7.3 HSN Home Shopping Network	http://www.aztv.com/	stationindex	2018-08-02 14:55:24.612585
 Phoenix		 Arizona State University	AZ	 Digital Educational Full-Power - 25.1 kW	KAET	 8.1 KAET/PBS, 8.2 Create, 8.3 PBS World, 8.4 KBAQ Radio	http://www.kaet.asu.edu/	stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""FOX 10"""	 Fox Television Stations	AZ	 Digital Full-Power - 105 kW	KSAZ	 10.1 KSAZ/Fox	http://www.fox10phoenix.com/	stationindex	2018-08-02 14:55:24.612585
 Mesa	" ""12 News"""	 Tegna Media	AZ	 Digital Full-Power - 40 kW	KPNX	 12.1 KPNX/NBC, 12.2 NBC Weather Plus, 12.3 Justice Network	http://www.azcentral.com/12news/	stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""ABC 15"""	 E. W. Scripps Company	AZ	 Digital Full-Power - 458 kW	KNXV	 15.1 KNXV/ABC, 15.2 Antenna TV, 15.3 Laff TV	http://www.abc15.com/	stationindex	2018-08-02 14:55:24.612585
 Phoenix		 Trinity Broadcasting Network	AZ	 Digital Full-Power - 500 kW	KPAZ	 21.1 KPAZ/TBN, 21.2 Church Channel, 21.3 JCTV, 21.4 Enlace USA, 21.5 Smile of a Child	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""AZ TV"""		AZ	 Digital Class-A - 150 kW	KAZT-CD	 27.1 KAZT/Independent, 27.2 Me TV (Classic TV), 27.3 HSN Home Shopping Network	http://www.aztv.com/	stationindex	2018-08-02 14:55:24.612585
 Cassa Grande	" ""News 28 / TV 28"""	 Central Arizona Broadcasting	AZ	 Low-Power - 10 kW	KCAB-LP			stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""Univision 33"""	 Univision Communications	AZ	 Digital Full-Power - 470 kW	KTVW	 33.1 Univision/KTVW, 33.2 Unimas, 33.3 Grit TV, 33.5 Bounce TV		stationindex	2018-08-02 14:55:24.612585
 Phoenix		 Univision	AZ	 Class-A - 150 kW	KFPH-CA			stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""IZ TV"""	 Spanish Independent Broadcast Network	AZ	 Digital Low-Power - 10 kW	K38IZ-D	 38.1 IZ Peliculas, 38.2 Tuff TV, 38.3 IZ Videos, 38.4 ZUUS Country, 38.5 This TV		stationindex	2018-08-02 14:55:24.612585
 Phoenix		 NBC Universal	AZ	 Digital Full-Power - 550 kW	KTAZ			stationindex	2018-08-02 14:55:24.612585
 Phoenix		 Northstar Media	AZ	 Class-A - 45.9 kW	KPDF-CA			stationindex	2018-08-02 14:55:24.612585
 Phoenix	" ""Estrella TV KVPA 42"""	 Liberman Broadcasting	AZ	 Digital Low-Power - 15 kW	KVPA-LD	 42.1 Estrella TV / KVPA		stationindex	2018-08-02 14:55:24.612585
