city	id	owner	state	station_info	station_name	subchannels	website	source	collection_date
 Booneville	" ""MPB"""	 Mississippi Public Broadcasting	MS	 Digital Educational Full-Power - 31 kW	WMAE	 12.1 PBS/MPB, 12.2 PBS HD, 12.3 Create	http://www.mpbonline.org/	stationindex	2018-08-02 14:55:24.612585
 West Point	" ""FOX 27"""	 Lingard Broadcasting	MS	 Digital Full-Power - 390 kW	WLOV	 27.1 WLOV/FOX, 27.2 This TV	http://www.wlov.com/	stationindex	2018-08-02 14:55:24.612585
 Houston	" ""ABC 45"""	 Southern Broadcasting	MS	 Digital Full-Power - 537 kW	WKDH	 45.1 WHDH	http://www.wkdh.com/	stationindex	2018-08-02 14:55:24.612585
 Wilmington	" ""News Channel 3"""		NC	 Digital Full-Power - 100 kW	WWAY		http://www.wwaytv3.com/	stationindex	2018-08-02 14:55:24.612585
 Wilmington		 Raycom	NC	 Digital Full-Power - 100 kW	WECT	 6.1 WECT/NBC, 6.2 NBC Weather Plus	http://www.wect.com/	stationindex	2018-08-02 14:55:24.612585
 Wilmington			NC	 Digital Low-Power - 0.075 kW	WILM-LD		http://www.wilm-tv.com/	stationindex	2018-08-02 14:55:24.612585
 Wilmington	" ""FOX 26"""	 Southeastern Media Holdings	NC	 Digital Full-Power - 80 kW	WSFX	 26.1 WSFX/FOX, 26.2 This TV	http://www.wsfx.com/	stationindex	2018-08-02 14:55:24.612585
 Wilmington	" ""UNC TV / WUNC"""	 University of North Carolina	NC	 Digital Educational Full-Power - 700 kW	WUNJ		http://www.unctv.org/	stationindex	2018-08-02 14:55:24.612585
 Shallotte	" ""My 47 WMYW"""	 Carolina Christian Broadcasting	NC	 Low-Power - 13 kW	W47CK		http://www.myspace.com/my47	stationindex	2018-08-02 14:55:24.612585
 Wilmington		 Trinity Broadcasting Network	NC	 Digital Low-Power - 7 kW	W51CW		http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Crandon		 Selenka Communications	WI	 Digital Full-Power - 1.7 kW	WBIJ			stationindex	2018-08-02 14:55:24.612585
 Wausau	" ""News Channel 7"""	 Gray Television	WI	 Digital Full-Power - 316 kW	WSAW		http://www.wsaw.com/	stationindex	2018-08-02 14:55:24.612585
 Wausau		 Quincy Newspapers	WI	 Digital Full-Power - 316 kW	WAOW		http://www.waow.com/	stationindex	2018-08-02 14:55:24.612585
 Rhinelander	" ""NBC 12"""	 Northland Television	WI	 Digital Full-Power - 316 kW	WJFW		http://www.wjfw-nbc12.com/	stationindex	2018-08-02 14:55:24.612585
 Wausau	" ""WPT"""	 State of Wisconsin Educational Communications Board	WI	 Digital Educational Full-Power - 1380 kW	WHRM		http://www.wpt.org/	stationindex	2018-08-02 14:55:24.612585
 Eagle Rivver	" ""ABC / WAOW"""	 Quincy Newspapers	WI	 Digital Full-Power - 2400 kW	WYOW		http://www.wyowtv34.com/	stationindex	2018-08-02 14:55:24.612585
 Park Falls	" ""WPT"""	 State of Wisconsin Educational Communications Board	WI	 Digital Educational Full-Power - 1050 kW	WLEF		http://www.wpt.org/	stationindex	2018-08-02 14:55:24.612585
 Antigo		 Ion Media Networks	WI	 Digital Full-Power - 50 kW	WTPX	 46.1 Ion, 46.2 Qubo, 46.3 Ion Life, 46.4 Ion Shop, 46.5 QVC, 46.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Wittenberg	" ""FOX 55"""	 Davis Television	WI	 Digital Full-Power - 1000 kW	WFXS		http://www.wfxsfox55.com/	stationindex	2018-08-02 14:55:24.612585
 Monroe	" ""KNOE TV 8"""	 NOE Corp.	LA	 Digital Full-Power - 316 kW	KNOE		http://www.knoe.com/	stationindex	2018-08-02 14:55:24.612585
 El Dorado	" ""Region 10"""	 Piedmont Television	AR	 Digital Full-Power - 316 kW	KTVE		http://www.region10.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""ABC 11"""	 Monroe Broadcasting	LA	 Digital Full-Power - 316 kW	KAQY		http://www.abc-11.com/	stationindex	2018-08-02 14:55:24.612585
 El Dorado	" ""AETN"""	 Arkansas Educational Television	AR	 Digital Educational Full-Power - 10 kW	KETZ		http://www.aetn.org/	stationindex	2018-08-02 14:55:24.612585
 Monroe	" ""LPB"""	 Louisiana Public Broadcasting	LA	 Digital Educational Full-Power - 316 kW	KLTM		http://www.lpb.org/	stationindex	2018-08-02 14:55:24.612585
 West Monroe	" ""FOX 14"""	 Nexstar	LA	 Digital Full-Power - 1000 kW	KARD		http://www.kard.com/	stationindex	2018-08-02 14:55:24.612585
 West Monroe		 Louisiana Christian Broadcasting	LA	 Digital Full-Power - 562 kW	KMCT			stationindex	2018-08-02 14:55:24.612585
 Camden		 Hallmark National Mortgage Corporation	AR	 Digital Full-Power - 1000 kW	KKYK			stationindex	2018-08-02 14:55:24.612585
 Sedalia		 University of Central Missouri	MO	 Digital Educational Full-Power - 100 kW	KMOS		http://www.kmos.org/	stationindex	2018-08-02 14:55:24.612585
 Columbia		 University of Missouri – Columbia	MO	 Digital Full-Power - 316 kW	KOMU		http://www.komu.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""My ZOU 32"""	 JW Broadcasting	MO	 Low-Power - 0.177 kW	KZOU-LP			stationindex	2018-08-02 14:55:24.612585
 Jefferson City	" ""KRCG 13"""	 Barington Broadcasting	MO	 Digital Full-Power - 316 kW	KRCG		http://www.krcg.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""ABC 17"""	 JW Broadcasting	MO	 Digital Full-Power - 1580 kW	KMIZ		http://www.kmiz.com/	stationindex	2018-08-02 14:55:24.612585
 Jefferson City		 Christian Television Network	MO	 Digital Full-Power - 2040 kW	KNLJ		http://www.knlj.tv/	stationindex	2018-08-02 14:55:24.612585
 Jefferson City	" ""KQFX FOX 38"""	 JW Broadcasting	MO	 Low-Power - 150 kW	K38II			stationindex	2018-08-02 14:55:24.612585
 Topeka		 Washburn University of Topeka	KS	 Digital Educational Full-Power - 316 kW	KTWU		http://ktwu.wuacc.edu/	stationindex	2018-08-02 14:55:24.612585
 Topeka	" ""13 News"""	 Gray Television	KS	 Digital Full-Power - 316 kW	WIBW		http://www.wibw.com/	stationindex	2018-08-02 14:55:24.612585
 Topeka	" ""27 NBC"""	 Montecito Broadcast Group	KS	 Digital Full-Power - 1100 kW	KSNT		http://www.ksnt.com/	stationindex	2018-08-02 14:55:24.612585
 Topeka	" ""FOX 43"""	 Montgomery Communications	KS	 Class-A - 29.3 kW	KTMJ-CA		http://www.fox43topeka.com/	stationindex	2018-08-02 14:55:24.612585
 Topeka	" ""49 ABC"""	 Northeast Kansas Broadcast Service	KS	 Digital Full-Power - 2690 kW	KTKA		http://www.ktka.tv/	stationindex	2018-08-02 14:55:24.612585
 Duluth	" ""CBS 3"""	 SagamoreHill Broadcasting	MN	 Digital Full-Power - 381 kW	KDLH		http://www.northlandsnewscenter.com/	stationindex	2018-08-02 14:55:24.612585
 Superior	" ""NBC 6"""	 Granite Broadcasting	WI	 Digital Full-Power - 100 kW	KBJR		http://www.kbjr.com/	stationindex	2018-08-02 14:55:24.612585
 Duluth	" ""PBS eight"""	 Duluth Superior Area Educational Television	MN	 Digital Educational Full-Power - 316 kW	WDSE		http://www.wdse.org/	stationindex	2018-08-02 14:55:24.612585
 Duluth	" ""10/13 ABC"""		MN	 Digital Full-Power - 316 kW	WDIO		http://www.wdio.com/	stationindex	2018-08-02 14:55:24.612585
 Duluth	" ""FOX 21"""	 Red River Broadcasting Company	MN	 Digital Full-Power - 550 kW	KQDS		http://www.kqdsfox21.tv/	stationindex	2018-08-02 14:55:24.612585
 Klamath Falls	" ""NBC 2"""	 California Oregon Broadcasting	OR	 Digital Full-Power - 9 kW	KOTI		http://www.localnewscomesfirst.com/	stationindex	2018-08-02 14:55:24.612585
 Medford	" ""NBC 5"""	 California Oregon Broadcasting	OR	 Digital Full-Power - 5.4 kW	KOBI		http://www.localnewscomesfirst.com/	stationindex	2018-08-02 14:55:24.612585
 Medford	" ""SOP TV"""	 Southern Oregon Public Television	OR	 Digital Educational Full-Power - 16.9 kW	KSYS	 8.1 KSYS/PBS	http://www.soptv.org/	stationindex	2018-08-02 14:55:24.612585
 Medford	" ""News 10"""	 Freedom Broadcasting	OR	 Digital Full-Power - 132 kW	KTVL		http://www.ktvl.com/	stationindex	2018-08-02 14:55:24.612585
 Medford	" ""News Watch 12"""	 Soda Mountain Broadcasting	OR	 Digital Full-Power - 16.9 kW	KDRV		http://www.kdrv.com/	stationindex	2018-08-02 14:55:24.612585
 Medord	" ""Telemundo 14"""	 Sainte Partners	OR	 Low-Power - 14 kW	KMCW-LP			stationindex	2018-08-02 14:55:24.612585
 Klamath Falls	" ""SOP TV"""	 Southern Oregon Public Television	OR	 Digital Educational Full-Power - 9.33 kW	KFTS	 22.1 KFTS/PBS	http://www.soptv.org/	stationindex	2018-08-02 14:55:24.612585
 Medford	" ""FOX 26"""		OR	 Digital Full-Power - 16.2 kW	KMVU		http://www.fox26medford.com/	stationindex	2018-08-02 14:55:24.612585
 Grants Pass	" ""Better Life Television"""	 Better Life Television	OR	 Digital Full-Power - 2 kW	KBLN		http://betterlifetv.tv/	stationindex	2018-08-02 14:55:24.612585
 Klamath Falls	" ""News Watch 12/ KDRV"""	 Soda Mountain Broadcasting	OR	 Digital Full-Power - 5 kW	KDKF		http://www.kdrv.com/	stationindex	2018-08-02 14:55:24.612585
 Medord		 Trinity Broadcasting Network	OR	 Low-Power - 12.1 kW	K41IX			stationindex	2018-08-02 14:55:24.612585
 Medford		 Inspiration Television	OR	 Low-Power - 13.8 kW	K44IA			stationindex	2018-08-02 14:55:24.612585
 Medford	" ""My 48"""	 Sainte Partners	OR	 Low-Power - 66 kW	KFBI-LP		http://www.kfbimy48.com/	stationindex	2018-08-02 14:55:24.612585
 Port Arthur	" ""FOX 4"""	 Nexstar	TX	 Digital Full-Power - 100 kW	KBTV		http://setxhomepage.com/	stationindex	2018-08-02 14:55:24.612585
 Beaumont		 Freedom Broadcasting	TX	 Digital Full-Power - 100 kW	KFDM		http://www.kfdm.com/	stationindex	2018-08-02 14:55:24.612585
 Beaumont			TX	 Digital Full-Power - 18.2 kW	KBMT	 12.1 ABC, 12.2 NBC, 12.3 Cozi TV, 12.4 Me-TV, 12.5 MyNetworkTV, 12.6 MundoMax	http://www.12newsnow.com/	stationindex	2018-08-02 14:55:24.612585
 Beaumont		 Community Educational Television	TX	 Digital Educational Full-Power - 1170 kW	KITU	 34.1 KITU/TBN, 34.2 Church Channel, 34.3 JCTV, 34.4 Enlace USA, 34.5 Smile of a Child	http://www.communityedtv.org/	stationindex	2018-08-02 14:55:24.612585
 Indio		 Entravision	CA	 Class-A - 0.349 kW	KVER-CA			stationindex	2018-08-02 14:55:24.612585
 Indio		 Entravision	CA	 Digital Class-A - 0.349 kW	KEVC-CD	 5.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Indio		 Local HDTV, Inc.	CA	 Low-Power - 10 kW	KLPS-LP			stationindex	2018-08-02 14:55:24.612585
 Indio/Palm Springs	" ""FOX 11"""	 Pacific Media Corporation	CA	 Digital Class-A - 9.6 kW	KDFX-CD			stationindex	2018-08-02 14:55:24.612585
 Palm Springs		 Journal Broadcast Group	CA	 Digital Full-Power - 490 kW	KMIR		http://www.kmir6.com/	stationindex	2018-08-02 14:55:24.612585
 Cathedral City	" ""CBS 2"""	 Gulf-California Broadcast Company	CA	 Digital Class-A - 9 kW	KPSP-CD		http://www.kesq.com/	stationindex	2018-08-02 14:55:24.612585
 Palm Springs		 Gulf-California Broadcast Company	CA	 Digital Full-Power - 42 kW	KESQ	 42.1 KESQ/ABC	http://www.kesq.com/	stationindex	2018-08-02 14:55:24.612585
 Cathedral City		 Charles R. Meeker	CA	 Digital Class-A - 15 kW	KRET-CD	" 31.1 	Me TV, 31.2 This TV, 31.3 Estrella TV, 31.4 Antenna TV"		stationindex	2018-08-02 14:55:24.612585
 Palm Springs	" ""My 13"""	 Journal Broadcast Group	CA	 Low-Power - 5.2 kW	KPSE-LP		http://www.my13palmsprings.com/	stationindex	2018-08-02 14:55:24.612585
 Lubbock		 Texas Tech University	TX	 Digital Educational Full-Power - 890 kW	KTTZ	 5.1 KTTZ/PBS	http://www.kttz.org/	stationindex	2018-08-02 14:55:24.612585
 Lubbock	" ""News Channel 11"""	 Raycom	TX	 Digital Full-Power - 316 kW	KCBD		http://www.kcbd.com/	stationindex	2018-08-02 14:55:24.612585
 Lubbock		 Nexstar	TX	 Digital Full-Power - 1000 kW	KLBK	 13.1 KLBK/CBS	http://www.klbk.com/	stationindex	2018-08-02 14:55:24.612585
 Lubbock		 Prime Time Christian Broadcasting	TX	 Digital Full-Power - 314 kW	KPTB		http://www.ptcbglc.com/	stationindex	2018-08-02 14:55:24.612585
 Wolfforth	" ""Lubbock CW"""	 Woods Communications	TX	 Digital Full-Power - 70.8 kW	KLCW			stationindex	2018-08-02 14:55:24.612585
 Lubbock		 Mission Broadcasting	TX	 Digital Full-Power - 1000 kW	KAMC	 28.1 KAMC/ABC	http://www.kamc28.com/	stationindex	2018-08-02 14:55:24.612585
 Lubbock	" ""FOX 34"""	 Ramar Communications	TX	 Digital Full-Power - 3720 kW	KJTV		http://www.kjtv34.com/	stationindex	2018-08-02 14:55:24.612585
 Lubbock		 Northstar Media	TX	 Low-Power - 15 kW	KDFL-LP			stationindex	2018-08-02 14:55:24.612585
 Salisbury			MD	 Digital Full-Power - 4070 kW	WBOC		http://www.wboc.com/	stationindex	2018-08-02 14:55:24.612585
 Salisbury	" ""MPT / WMPT"""	 Maryland Public Broadcasting	MD	 Digital Educational Full-Power - 2190 kW	WCPB		http://www.mpt.org/	stationindex	2018-08-02 14:55:24.612585
 Rehoboth Beach		 Price Hill Television	DE	 Digital Class-A - 7.1 kW	WRDE-LD			stationindex	2018-08-02 14:55:24.612585
 Salisbury		 Delmarva Broadcast Service General	MD	 Digital Full-Power - 2190 kW	WMDT		http://www.wmdt.com/	stationindex	2018-08-02 14:55:24.612585
 Seaford	" ""PBS / WHYY"""		DE	 Digital Educational Full-Power - 186 kW	WDPB		http://www.whyy.org/	stationindex	2018-08-02 14:55:24.612585
 Wichita Falls		 Nexstar	TX	 Digital Full-Power - 1000 kW	KFDX	 3.1 KFDX/NBC	http://www.kfdx.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita Falls	" ""6 News"""	 Hoak Media	TX	 Digital Full-Power - 100 kW	KAUZ		http://www.kauz.com/	stationindex	2018-08-02 14:55:24.612585
 Lawton	" ""7 News"""	 Drewry Communications	OK	 Digital Full-Power - 316 kW	KSWO		http://www.kswo.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita Falls	" ""Texoma's Fox"""	 Mission Broadcasting	TX	 Digital Full-Power - 1000 kW	KJTL	 18.1 KJTL/FOX	http://www.texomashomepage.com/	stationindex	2018-08-02 14:55:24.612585
 Wichita Falls	" ""My TV KJBO"""	 Mission Broadcasting	TX	 Low-Power - 10.5 kW	KJBO-LP			stationindex	2018-08-02 14:55:24.612585
 Wichita Falls		 Equity Media Holdings	TX	 Low-Power - 2.5 kW	KUWF-LP			stationindex	2018-08-02 14:55:24.612585
 Erie		 Lilly Broadcasting	PA	 Digital Full-Power - 5.4 kW	WICU	 12.1 WICU/NBC	http://www.wicu12.com/	stationindex	2018-08-02 14:55:24.612585
 Erie	" ""JET-TV"""	 Nexstar	PA	 Digital Full-Power - 1120 kW	WJET		http://www.wjettv.com/	stationindex	2018-08-02 14:55:24.612585
 Erie		 Lily Broadcasting	PA	 Digital Full-Power - 1170 kW	WSEE		http://www.35wsee.com/	stationindex	2018-08-02 14:55:24.612585
 Erie		 Public Broadcasting of Northwest Pennsylvania	PA	 Digital Educational Full-Power - 39.1 kW	WQLN		http://www.wqln.org/	stationindex	2018-08-02 14:55:24.612585
 Erie	" ""FOX 66"""	 Mission Broadcasting	PA	 Digital Full-Power - 891 kW	WFXP		http://www.fox66.tv/	stationindex	2018-08-02 14:55:24.612585
 Pittsburg		 Saga Communications	KS	 Digital Full-Power - 316 kW	KOAM		http://www.koamtv.com/	stationindex	2018-08-02 14:55:24.612585
 Joplin	" ""Action 12"""	 Mission Broadcasting	MO	 Digital Full-Power - 316 kW	KODE		http://fourstateshomepage.com/	stationindex	2018-08-02 14:55:24.612585
 Pittsburg	" ""Fox 14"""	 Surtsey Media	KS	 Digital Full-Power - 1000 kW	KFJX		http://www.fox14tv.com/	stationindex	2018-08-02 14:55:24.612585
 Joplin	" ""KSN 16"""	 Nexstar	MO	 Digital Full-Power - 175 kW	KSNF		http://fourstateshomepage.com/	stationindex	2018-08-02 14:55:24.612585
 Joplin		 Missouri Southern State University	MO	 Low-Power - 150 kW	KGCS-LP		http://www.mssu.edu/kgcs/	stationindex	2018-08-02 14:55:24.612585
 Joplin	" ""Ozarks Public Television"""	 Missouri State University	MO	 Digital Educational Full-Power - 55 kW	KOZJ		http://www.optv.org/	stationindex	2018-08-02 14:55:24.612585
 Joplin		 Gary M. and Deborah R. Kelly	MO	 Class-A - 38.1 kW	KCLJ-CA			stationindex	2018-08-02 14:55:24.612585
 Neosho		 Gary M. and Deborah R. Kelly	MO	 Class-A - 5 kW	KCLG-CA			stationindex	2018-08-02 14:55:24.612585
 Pittsburg		 Pittsburg-Joplin TV, LLC	KS	 Digital Low-Power - 15 kW	KPJO-LD			stationindex	2018-08-02 14:55:24.612585
 Joplin		 Gary M. and Deborah R. Kelly	MO	 Low-Power - 25 kW	KJPX-LP			stationindex	2018-08-02 14:55:24.612585
 Anchorage	" ""Channel 2"""	 Schurz Communications	AK	 Digital Full-Power - 100 kW	KTUU		http://www.ktuu.com/	stationindex	2018-08-02 14:55:24.612585
 Anchorage	" ""FOX 4"""	 Coastal Television Broadcasting	AK	 Digital Full-Power - 38.9 kW	KTBY		http://www.ktbytv.com/	stationindex	2018-08-02 14:55:24.612585
 Anchorage	" ""KYES 5"""	 Fireweed Communications	AK	 Digital Full-Power - 15 kW	KYES	 5.1 KYES/My Network TV, 5.2 Antenna TV, 5.3 This TV, 5.4 France 24, 5.50 KEUL-FM (Audio), 5.51 Music	http://www.kyes.com/	stationindex	2018-08-02 14:55:24.612585
 Anchorage	" ""KNIK 87.7 FM The Breeze"""	 Fireweed Communications	AK	 Low-Power - 0.92 kW	KNIK-LP		http://www.knik.com/	stationindex	2018-08-02 14:55:24.612585
 Anchorage		 Alaska Public Telecommunications	AK	 Digital Educational Full-Power - 288 kW	KAKM		http://www.kakm.org/	stationindex	2018-08-02 14:55:24.612585
 Anchorage	" ""KTVA CBS 11"""	 MediaNews Group	AK	 Digital Full-Power - 50 kW	KTVA		http://www.ktva.com/	stationindex	2018-08-02 14:55:24.612585
 Anchorage		 One Ministries	AK	 Digital Low-Power - .3 kW	KTPP-LD	 12.1 KTPP		stationindex	2018-08-02 14:55:24.612585
 Anchorage	" ""ABC 13"""	 Coastal Television Broadcasting Company	AK	 Digital Full-Power - 41 kW	KYUR	 13.1 KYUR/ABC	http://www.youralaskalink.com/	stationindex	2018-08-02 14:55:24.612585
 Anchorage		 Ketchikan Television	AK	 Digital Full-Power - 66 kW	KDMD			stationindex	2018-08-02 14:55:24.612585
 Anchorage			AK	 Class-A - 50 kW	KCFT-LP		Alaska Broadcast Television	stationindex	2018-08-02 14:55:24.612585
 Anchorage		 Dan Etulain	AK	 Low-Power - 20 kW	KACN-LP			stationindex	2018-08-02 14:55:24.612585
 Panama City	" ""News Channel 7"""	 Gray Television	FL	 Digital Full-Power - 316 kW	WJHG		http://www.wjhg.com/	stationindex	2018-08-02 14:55:24.612585
 Panama City	" ""News 13"""	 Nexstar Media Group	FL	 Digital Full-Power - 316 kW	WMBB		http://www.wmbb.com/	stationindex	2018-08-02 14:55:24.612585
 Panama City	" ""FOX 28"""	 Raycom	FL	 Digital Full-Power - 1260 kW	WPGX			stationindex	2018-08-02 14:55:24.612585
 Panama City Beach		 Beach TV Properties	FL	 Digital Full-Power - 126 kW	WPCT			stationindex	2018-08-02 14:55:24.612585
 Marianna		 Daystar Television Network	FL	 Digital Full-Power - 50 kW	WBIF			stationindex	2018-08-02 14:55:24.612585
 Panama City		 University of Florida	FL	 Digital Educational Full-Power - 1150 kW	WFSG		http://www.wfsu.org/	stationindex	2018-08-02 14:55:24.612585
 Terre Haute		 Nexstar	IN	 Digital Full-Power - 100 kW	WTWO		http://www.wtwo.com/	stationindex	2018-08-02 14:55:24.612585
 Terre Haute		 LIN TV	IN	 Digital Full-Power - 316 kW	WTHI		http://www.wthitv.com/	stationindex	2018-08-02 14:55:24.612585
 Terre Haute	" ""WAWV ABC"""	 Mission Broadcasting	IN	 Digital Full-Power - 850 kW	WAWV	 38.1 WAWV/ABC	http://www.mywabashvalley.com/	stationindex	2018-08-02 14:55:24.612585
 Bangor		 Tegna Media	ME	 Digital Full-Power - 51.3 kW	WLBZ		http://www.wlbz2.com/	stationindex	2018-08-02 14:55:24.612585
 Bangor	" ""TV 5"""	 Community Broadcasting Service	ME	 Digital Full-Power - 39.8 kW	WABI		http://www.wabi.tv/	stationindex	2018-08-02 14:55:24.612585
 Bangor	" ""ABC 7"""	 Bangor Communications	ME	 Digital Full-Power - 316 kW	WVII		http://www.localmaine.com/	stationindex	2018-08-02 14:55:24.612585
 Orono	" ""MPBN"""	 Maine Public Broadcasting	ME	 Digital Educational Full-Power - 15 kW	WMEB		http://www.mpbn.net/	stationindex	2018-08-02 14:55:24.612585
 Bangor	" ""FOX 22"""	 Rockfleet Broadcasting	ME	 Low-Power - 27 kW	WFVX-LP		http://www.localmaine.com/	stationindex	2018-08-02 14:55:24.612585
 Mason City	" ""News Channel 3"""	 Nexstar Media Group	IA	 Digital Full-Power - 100 kW	KIMT		http://www.kimt.com/	stationindex	2018-08-02 14:55:24.612585
 Austin			MN	 Digital Full-Power - 100 kW	KAAL		http://www.kaaltv.com/	stationindex	2018-08-02 14:55:24.612585
 Rochester		 Quincy Newspapers	MN	 Digital Full-Power - 316 kW	KTTC		http://www.kttc.com/	stationindex	2018-08-02 14:55:24.612585
 Austin		 Southern Minnesota Quality Broadcasting	MN	 Digital Educational Full-Power - 1200 kW	KSMQ		http://www.ksmq.org/	stationindex	2018-08-02 14:55:24.612585
 Mason City	" ""IPTV"""	 Iowa Public Broadcasting	IA	 Digital Educational Full-Power - 1740 kW	KYIN		http://www.iptv.org/	stationindex	2018-08-02 14:55:24.612585
 Rochester	" ""FOX 47"""	 Sagamorehill Broadcasting	MN	 Digital Full-Power - 220 kW	KXLT	 47.1 KXLT/Fox, 47.2 Me TV	http://www.fox47kxlt.com/	stationindex	2018-08-02 14:55:24.612585
 Midland	" ""ABC 2"""	 Nexstar	TX	 Digital Full-Power - 100 kW	KMID		http://www.permianbasin360.com/	stationindex	2018-08-02 14:55:24.612585
 Odessa	" ""CBS 7"""	 Ica Broadcasting	TX	 Digital Full-Power - 316 kW	KOSA		http://www.cbs7.com/	stationindex	2018-08-02 14:55:24.612585
 Odessa	" ""NewsWest 9"""	 Drewry Communications	TX	 Digital Full-Power - 316 kW	KWES		http://www.newswest9.com/	stationindex	2018-08-02 14:55:24.612585
 Midland		 Entravision	TX	 Digital Full-Power - 1000 kW	KUPB			stationindex	2018-08-02 14:55:24.612585
 Odessa	" ""FOX 24"""	 Nexstar Media Group	TX	 Digital Full-Power - 600 kW	KPEJ	 24.1 Fox, 24.2 Estrella TV	http://www.yourbasin.com/	stationindex	2018-08-02 14:55:24.612585
 Odessa	" ""Permian Basin CW"""		TX	 Digital Full-Power - 350 kW	KWWT			stationindex	2018-08-02 14:55:24.612585
 Odessa	" ""Basin PBS"""	 Permian Basin Public Telecommunications	TX	 Digital Educational Full-Power - 513 kW	KPBT		http://www.kpbt.org/	stationindex	2018-08-02 14:55:24.612585
 Midland		 Northstar Media	TX	 Low-Power - 9.5 kW	KDFH-LP			stationindex	2018-08-02 14:55:24.612585
 Odessa	" ""God's Learning Channel"""	 Prime Time Christian Broadcasting	TX	 Digital Full-Power - 302 kW	KMLM		http://www.godslearningchannel.com/	stationindex	2018-08-02 14:55:24.612585
